href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
,gyeonggido/20male/mv02_t02_s64,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s65,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s66,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s67,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s68,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s69,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s70,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s71,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s72,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s73,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s74,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s75,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s76,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s77,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s78,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s79,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s80,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s81,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s82,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s83,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s84,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s85,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s86,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t02_s87,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s01,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s02,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s03,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s04,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s05,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s06,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s07,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s08,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s09,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s10,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s11,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s12,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s13,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s14,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s15,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s16,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s17,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s18,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s19,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s20,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s21,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s22,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s23,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s24,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s25,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s26,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s27,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s28,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s29,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s30,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s31,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s32,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s33,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s34,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s35,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s36,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s37,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s38,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s39,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s40,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s41,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s42,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s43,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s44,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s45,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s46,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s47,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s48,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s49,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s50,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s51,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s52,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s53,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s54,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s55,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s56,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s57,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s58,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s59,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s60,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s61,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s62,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s63,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s64,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s65,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s66,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s67,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s68,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t03_s69,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s01,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s02,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s03,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s04,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s05,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s06,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s07,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s08,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s09,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s10,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s11,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s12,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s13,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s14,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s15,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s16,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s17,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s18,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s19,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s20,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s21,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s22,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s23,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s24,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s25,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s26,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s27,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s28,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s29,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s30,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s31,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s32,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s33,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s34,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s35,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s36,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s37,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s38,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s39,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s40,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s41,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s42,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s43,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s44,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s45,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s46,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s47,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s48,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s49,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s50,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s51,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s52,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s53,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s54,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s55,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s56,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s57,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s58,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s59,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s60,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s61,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t04_s62,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s01,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s02,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s03,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s04,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s05,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s06,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s07,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s08,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s09,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s10,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s11,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s12,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s13,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s14,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s15,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s16,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s17,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s18,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s19,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s20,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s21,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s22,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s23,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s24,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s25,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s26,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s27,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s28,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s29,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s30,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s31,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s32,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s33,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s34,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s35,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s36,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s37,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s38,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s39,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s40,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s41,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s42,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s43,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s44,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s45,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s46,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t05_s47,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s01,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s02,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s03,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s04,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s05,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s06,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s07,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s08,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s09,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s10,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s11,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s12,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s13,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s14,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s15,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s16,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s17,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s18,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s19,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s20,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s21,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s22,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s23,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s24,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s25,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s26,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s27,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s28,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s29,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
,gyeonggido/20male/mv02_t06_s30,male,"['gyeonggido,', 'gyeonggido']",gyeonggido,['none'],,,,,,
